0.669, 0.1612, 0.0403, -0.2015
0.676, -0.1451, 0.2418, -0.0967
0.682, -0.0201, -0.3062, 0.3264
0.688, -0.1289, -0.0927, 0.2216
0.694, -0.1934, -0.1088, 0.3022
0.701, 0.9227, 1.1242, -2.0469
0.707, 0.3828, 0.4029, -0.7857
0.713, 0.1007, -0.0685, -0.0322
0.719, -0.3667, 0.0685, 0.2982
0.726, 0.0967, -0.2538, 0.1571
0.732, -0.0604, 0.1088, -0.0484
0.738, 0.1773, -0.0242, -0.1531
0.751, -0.1169, 0.0242, 0.0927
0.757, -0.0645, 0.0121, 0.0524
0.763, -0.0403, 0.0564, -0.0161
0.769, 0.3546, 0.0484, -0.4029
0.776, -0.0201, 0.1813, -0.1612
0.782, 0.3022, 0.0403, -0.3425
0.788, -0.0403, -0.1853, 0.2256
0.794, -0.1652, 0.1370, 0.0282
0.801, 0.0524, -0.1692, 0.1168
0.807, 0.0645, 0.1370, -0.2015
0.813, 0.2941, 0.1571, -0.4513
0.819, 0.2136, 0.1773, -0.3908
0.826, 0.0363, -0.0645, 0.0282
0.832, -0.1007, -0.1007, 0.2015
0.838, 0.1249, 0.1330, -0.2579
0.844, 0.3707, -0.0363, -0.3344
0.851, 0.0766, 0.3667, -0.4432
0.857, 0.2458, -0.2256, -0.0201
0.863, -0.0886, -0.0363, 0.1249
0.869, 0.1853, 0.3425, -0.5278
0.876, 0.1088, -0.1168, 0.0081
0.882, 0.1491, 0.2055, -0.3546
0.888, 0.0040, -0.1773, 0.1733
0.894, -0.2619, 0.1209, 0.1410
0.901, 0.0161, -0.1652, 0.1491
0.907, 0.0282, 0.2941, -0.3223
0.913, 0.3304, 0.2176, -0.5480
0.919, 0.0484, -0.1330, 0.0846
0.926, 0.2055, 0.2498, -0.4553
0.932, -0.1330, -0.3385, 0.4714
0.938, -0.1853, 0.0201, 0.1652
0.944, 0.0806, -0.0685, -0.0121
0.951, -0.2458, 0.0161, 0.2297
0.957, 0.0927, -0.1612, 0.0685
0.963, -0.0121, -0.1692, 0.1813
0.969, -0.1410, -0.2176, 0.3586
0.976, -0.0524, 0.0242, 0.0282
0.982, 0.1330, 0.1370, -0.2700
0.988, 0.3747, -0.0604, -0.3143
0.994, 0.1612, -0.0564, -0.1048
1.001, 0.0685, 0.0725, -0.1410
1.007, 0.1733, -0.0886, -0.0846
1.013, 0.1733, 0.3707, -0.5440
1.019, 0.0484, 0.1007, -0.1491
1.026, -0.0846, 0.1773, -0.0927
1.032, -0.0322, -0.1209, 0.1531
1.038, -0.2780, 0.3546, -0.0766
1.044, -0.1612, -0.1007, 0.2619
1.051, -0.0766, -0.1491, 0.2256
1.057, 0.3385, 0.0967, -0.4352
1.063, 0.2297, -0.2498, 0.0201
1.069, 0.0121, 0.1571, -0.1692
1.076, 0.0484, -0.3425, 0.2941
1.082, 0.2015, 0.1813, -0.3828
1.088, 0.4311, 0.2619, -0.6930
1.094, 0.2619, 0.1813, -0.4432
1.101, 0.2740, 0.1169, -0.3908
1.107, -0.0725, -0.1249, 0.1974
1.113, -0.2337, 0.3465, -0.1128
1.119, -0.0725, 0.0725, 0.0000
1.126, -0.1330, -0.1289, 0.2619
1.132, 0.3747, 0.1007, -0.4755
